state,grossstateproduct,industry,industryvalueadded,exportindustry,manufacturingindustry,baseyear,ratiotype,investmenttaxcredit,researchanddevelopmentcredit
TX,1479588,All Export,,1,,2001,Discounted - 12% Rate,0,.00073000003
TX,1479588,All Export,,1,,2002,Discounted - 12% Rate,0,.0011699999
TX,1479588,All Export,,1,,2003,Discounted - 12% Rate,0,.0011699999
TX,1479588,All Export,,1,,2004,Discounted - 12% Rate,0,.0011699999
TX,1479588,All Export,,1,,2005,Discounted - 12% Rate,0,.0011699999
TX,1479588,All Export,,1,,2006,Discounted - 12% Rate,0,.0011699999
TX,1479588,All Export,,1,,2007,Discounted - 12% Rate,0,.00112
TX,1479588,All Export,,1,,2008,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2009,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2010,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2011,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2012,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2013,Discounted - 12% Rate,0,0
TX,1479588,All Export,,1,,2014,Discounted - 12% Rate,0,.00072000001
TX,1479588,All Export,,1,,2015,Discounted - 12% Rate,0,.00072000001
VA,375859,All Export,,1,,1990,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1991,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1992,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1993,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1994,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1995,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1996,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1997,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1998,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,1999,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2000,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2001,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2002,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2003,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2004,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2005,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2006,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2007,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2008,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2009,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2010,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2011,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2012,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2013,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2014,Discounted - 12% Rate,0,0
VA,375859,All Export,,1,,2015,Discounted - 12% Rate,0,0
WA,363328,All Export,,1,,1990,Discounted - 12% Rate,0,0
WA,363328,All Export,,1,,1991,Discounted - 12% Rate,0,0
WA,363328,All Export,,1,,1992,Discounted - 12% Rate,0,0
WA,363328,All Export,,1,,1993,Discounted - 12% Rate,0,0
WA,363328,All Export,,1,,1994,Discounted - 12% Rate,0,.00053000002
WA,363328,All Export,,1,,1995,Discounted - 12% Rate,0,.00046000001
WA,363328,All Export,,1,,1996,Discounted - 12% Rate,0,.00046000001
WA,363328,All Export,,1,,1997,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,1998,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,1999,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2000,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2001,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2002,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2003,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2004,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2005,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2006,Discounted - 12% Rate,0,.00038000001
WA,363328,All Export,,1,,2007,Discounted - 12% Rate,0,.00042
WA,363328,All Export,,1,,2008,Discounted - 12% Rate,0,.00044999999
WA,363328,All Export,,1,,2009,Discounted - 12% Rate,0,.00047
WA,363328,All Export,,1,,2010,Discounted - 12% Rate,0,.00049000001
WA,363328,All Export,,1,,2011,Discounted - 12% Rate,0,.00049000001
WA,363328,All Export,,1,,2012,Discounted - 12% Rate,0,.00049000001
WA,363328,All Export,,1,,2013,Discounted - 12% Rate,0,.00049000001
WA,363328,All Export,,1,,2014,Discounted - 12% Rate,0,.00049000001
WA,363328,All Export,,1,,2015,Discounted - 12% Rate,0,0
WI,256280,All Export,,1,,1990,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1991,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1992,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1993,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1994,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1995,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1996,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1997,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1998,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,1999,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2000,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2001,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2002,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2003,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2004,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2005,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2006,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2007,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2008,Discounted - 12% Rate,0,.00135
WI,256280,All Export,,1,,2009,Discounted - 12% Rate,.0040799999,.00135
WI,256280,All Export,,1,,2010,Discounted - 12% Rate,.0041100001,.00135
WI,256280,All Export,,1,,2011,Discounted - 12% Rate,.0027000001,.00562
WI,256280,All Export,,1,,2012,Discounted - 12% Rate,.0026700001,.0056099999
WI,256280,All Export,,1,,2013,Discounted - 12% Rate,.0024699999,.00501
WI,256280,All Export,,1,,2014,Discounted - 12% Rate,.0057700002,.00135
WI,256280,All Export,,1,,2015,Discounted - 12% Rate,.0057700002,.0012300001
